Date,Open,High,Low,Close,Adj Close,Volume
2010-01-04,27.745001,27.795000,26.915001,26.945000,26.945000,58728024
2010-01-05,27.014999,27.600000,26.405001,27.285000,27.285000,72031524
2010-01-06,27.200001,27.450001,26.650000,26.705000,26.705000,66409204
2010-01-07,26.700001,26.905001,25.934999,26.209999,26.209999,73083638
2010-01-08,26.209999,26.209999,25.650000,26.055000,26.055000,64604364
2010-01-11,27.250000,27.450001,25.975000,26.184999,26.184999,100280090
2010-01-12,26.000000,26.500000,25.555000,26.430000,26.430000,75649990
2010-01-13,25.850000,26.000000,25.135000,25.160000,25.160000,116956914
2010-01-14,25.400000,25.750000,24.950001,25.490000,25.490000,73852768
2010-01-15,25.500000,25.674999,25.049999,25.540001,25.540001,51638572
2010-01-18,25.385000,25.385000,24.969999,25.165001,25.165001,83512252
2010-01-19,25.135000,25.650000,25.129999,25.290001,25.290001,68172688
2010-01-20,25.350000,25.415001,24.440001,24.480000,24.480000,79173166
2010-01-21,24.549999,25.200001,24.455000,24.965000,24.965000,61587314
2010-01-22,24.500000,25.325001,24.250000,24.985001,24.985001,87596644
2010-01-25,24.700001,25.340000,24.610001,24.875000,24.875000,45030440
2010-01-26,24.889999,24.995001,24.250000,24.320000,24.320000,45838482
2010-01-27,24.405001,24.495001,23.750000,23.805000,23.805000,48275756
2010-01-28,23.834999,23.865000,23.219999,23.395000,23.395000,62052966
2010-01-29,23.350000,23.745001,23.000000,23.235001,23.235001,61732350
2010-02-01,23.480000,23.990000,23.285000,23.924999,23.924999,106637872
2010-02-02,24.000000,24.715000,23.674999,23.725000,23.725000,75978958
2010-02-03,23.875000,24.924999,23.700001,24.915001,24.915001,109726716
2010-02-04,24.600000,24.905001,24.430000,24.650000,24.650000,53226362
2010-02-05,24.129999,24.325001,24.000000,24.035000,24.035000,47722858
2010-02-08,24.014999,24.344999,23.805000,24.045000,24.045000,35142010
2010-02-09,24.120001,24.549999,24.000000,24.365000,24.365000,37005402
2010-02-10,24.600000,25.049999,24.600000,25.010000,25.010000,63354910
2010-02-11,24.990000,25.225000,24.860001,24.950001,24.950001,34037512
2010-02-12,25.100000,25.195000,24.934999,25.040001,25.040001,31300740
2010-02-22,24.995001,24.995001,24.525000,24.540001,24.540001,38224380
2010-02-23,23.945000,23.945000,22.084999,22.360001,22.360001,326781620
2010-02-24,22.100000,22.389999,22.000000,22.305000,22.305000,134447772
2010-02-25,22.424999,22.785000,22.365000,22.610001,22.610001,122917318
2010-02-26,22.525000,22.780001,22.415001,22.510000,22.510000,97438320
2010-03-01,22.990000,23.440001,22.655001,23.350000,23.350000,113402752
2010-03-02,23.350000,23.490000,23.155001,23.290001,23.290001,67198558
2010-03-03,23.315001,23.400000,22.969999,23.209999,23.209999,52000774
2010-03-04,23.230000,23.334999,22.504999,22.530001,22.530001,63284522
2010-03-05,22.650000,22.850000,22.549999,22.745001,22.745001,49830696
2010-03-08,22.799999,23.170000,22.709999,23.080000,23.080000,45399112
2010-03-09,23.094999,23.850000,22.850000,23.525000,23.525000,83825684
2010-03-10,23.530001,23.875000,23.424999,23.620001,23.620001,61586204
2010-03-11,23.625000,23.855000,23.264999,23.500000,23.500000,43716088
2010-03-12,23.490000,23.684999,23.305000,23.325001,23.325001,41322960
2010-03-15,23.299999,23.315001,22.629999,22.805000,22.805000,52836134
2010-03-16,22.799999,22.990000,22.510000,22.830000,22.830000,37056842
2010-03-17,22.930000,24.245001,22.905001,24.160000,24.160000,108494344
2010-03-18,24.000000,24.340000,23.950001,24.000000,24.000000,68500742
2010-03-19,24.025000,24.250000,23.799999,24.230000,24.230000,49306192
2010-03-22,24.209999,24.400000,24.055000,24.195000,24.195000,45940172
2010-03-23,24.270000,24.325001,23.750000,23.834999,23.834999,37298454
2010-03-24,23.955000,24.250000,23.834999,23.934999,23.934999,34946188
2010-03-25,23.930000,23.930000,23.500000,23.600000,23.600000,31429756
2010-03-26,23.565001,24.395000,23.549999,24.120001,24.120001,57049334
2010-03-29,24.350000,25.340000,24.305000,25.120001,25.120001,106880272
2010-03-30,25.125000,25.500000,25.055000,25.420000,25.420000,68001626
2010-03-31,25.325001,25.450001,25.084999,25.200001,25.200001,40759582
2010-04-01,25.200001,25.799999,25.200001,25.635000,25.635000,47830850
2010-04-02,25.700001,25.930000,25.500000,25.754999,25.754999,35277012
2010-04-06,26.000000,26.065001,25.305000,25.465000,25.465000,40584862
2010-04-07,25.334999,25.684999,25.155001,25.415001,25.415001,32681302
2010-04-08,25.385000,25.385000,24.745001,24.840000,24.840000,49068088
2010-04-09,24.975000,25.410000,24.855000,25.350000,25.350000,43148522
2010-04-12,25.350000,25.480000,24.555000,24.959999,24.959999,61730898
2010-04-13,25.014999,26.100000,25.014999,25.945000,25.945000,120720556
2010-04-14,26.004999,26.170000,25.750000,26.110001,26.110001,59288126
2010-04-15,26.000000,26.440001,25.780001,26.264999,26.264999,60969760
2010-04-16,26.100000,26.174999,25.500000,25.545000,25.545000,48500256
2010-04-19,25.250000,25.799999,24.580000,24.605000,24.605000,100153410
2010-04-20,24.900000,25.469999,24.549999,25.309999,25.309999,84745206
2010-04-21,25.350000,26.180000,25.250000,26.010000,26.010000,90992112
2010-04-22,25.850000,26.424999,25.650000,25.885000,25.885000,86583216
2010-04-23,26.025000,26.475000,25.549999,25.885000,25.885000,71085038
2010-04-26,25.879999,26.045000,25.340000,25.344999,25.344999,45339088
2010-04-27,25.195000,25.195000,24.254999,24.820000,24.820000,77057666
2010-04-28,24.450001,24.865000,24.350000,24.495001,24.495001,38970828
2010-04-29,24.750000,24.934999,24.200001,24.230000,24.230000,36764700
2010-04-30,24.254999,24.775000,23.850000,24.700001,24.700001,60434882
2010-05-04,24.299999,25.049999,24.215000,24.650000,24.650000,43539274
2010-05-05,24.530001,24.840000,23.700001,24.385000,24.385000,66905542
2010-05-06,24.295000,24.295000,23.004999,23.120001,23.120001,76719528
2010-05-07,22.455000,23.950001,22.455000,23.165001,23.165001,75540646
2010-05-10,23.549999,24.305000,23.275000,24.105000,24.105000,72740168
2010-05-11,24.674999,24.690001,23.250000,23.410000,23.410000,70870210
2010-05-12,23.245001,24.525000,23.125000,24.305000,24.305000,126975836
2010-05-13,24.495001,24.830000,24.100000,24.690001,24.690001,105260306
2010-05-14,24.200001,24.465000,24.049999,24.150000,24.150000,70814916
2010-05-17,23.790001,23.790001,22.695000,22.760000,22.760000,76879416
2010-05-18,22.940001,23.674999,22.605000,23.344999,23.344999,65595156
2010-05-19,23.040001,23.535000,22.715000,23.155001,23.155001,47375878
2010-05-20,23.000000,23.350000,22.400000,22.465000,22.465000,61595806
2010-05-21,21.990000,22.764999,21.785000,22.590000,22.590000,52239956
2010-05-24,23.030001,23.674999,22.879999,23.445000,23.445000,59905158
2010-05-25,23.225000,23.280001,22.600000,22.625000,22.625000,52718618
2010-05-26,22.900000,23.125000,22.400000,22.709999,22.709999,36074282
2010-05-27,22.680000,23.150000,22.299999,23.049999,23.049999,49060758
2010-05-28,23.325001,23.389999,22.799999,22.980000,22.980000,38878290
2010-05-31,22.865000,23.110001,22.605000,22.680000,22.680000,39335638
2010-06-01,22.600000,23.200001,22.400000,22.959999,22.959999,60811892
2010-06-02,22.900000,22.900000,22.400000,22.750000,22.750000,41366696
2010-06-03,22.900000,23.150000,22.629999,22.815001,22.815001,38723270
2010-06-04,22.660000,22.844999,22.549999,22.775000,22.775000,21899482
2010-06-07,22.500000,22.660000,22.030001,22.270000,22.270000,39750626
2010-06-08,22.275000,22.430000,21.855000,22.139999,22.139999,33268502
2010-06-09,22.250000,23.025000,21.799999,22.834999,22.834999,79492446
2010-06-10,22.490000,22.650000,22.350000,22.389999,22.389999,33597320
2010-06-11,22.645000,22.990000,22.500000,22.655001,22.655001,36345660
2010-06-15,null,null,null,null,null,null
2010-06-17,22.834999,22.945000,22.430000,22.520000,22.520000,33891512
2010-06-18,22.525000,22.865000,22.400000,22.465000,22.465000,45997226
2010-06-21,22.674999,23.750000,22.655001,23.510000,23.510000,125828394
2010-06-22,23.514999,23.650000,23.424999,23.555000,23.555000,41535968
2010-06-23,23.434999,23.684999,23.075001,23.379999,23.379999,42364104
2010-06-24,23.325001,23.875000,23.325001,23.594999,23.594999,38730344
2010-06-25,23.450001,23.959999,23.275000,23.754999,23.754999,36197198
